Taxon,TSN,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,TSN_OUT,OTU_BCG_MariNW,OTU_BSTI
Callibaetis fluctuans,100920,FALSE,,Callibaetis,Callibaetis,100903,Callibaetis,DNI
Callicorixa,103514,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Callicorixa vulnerata,103515,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Calliperla,103155,FALSE,Single Species in Genus,DNI,Calliperla,103155,Calliperla,DNI
Calliperla luctuosa,103156,FALSE,Single Species in Genus,DNI,Calliperla,103155,Calliperla,DNI
Caloparyphus,130409,FALSE,,Stratiomyidae,Caloparyphus,130409,Caloparyphus,DNI
Caloparyphus/Euparyphus,FALSE,FALSE,,Stratiomyidae,Stratiomyidae,130150,Stratiomyidae,DNI
Calopterygidae,102043,FALSE,,DNI,Calopterygidae,102043,Calopterygidae,DNI
Calopteryx,102052,FALSE,,DNI,Calopteryx,102052,Calopteryx,DNI
Calopteryx aequabilis,102056,FALSE,,DNI,Calopteryx,102052,Calopteryx,DNI
Cambaridae,97336,FALSE,,DNI,Cambaridae,97336,Cambaridae,DNI
Camelobaetidius,568548,FALSE,,DNI,Camelobaetidius,568548,Camelobaetidius,DNI
Camelobaetidius warreni,568592,FALSE,,DNI,Camelobaetidius,568548,Camelobaetidius,DNI
Camptocladius,128507,FALSE,found in cow dung,DNI,Orthocladiinae,128457,Orthocladiinae,DNI
Canaceidae,148316,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Canthocamptidae,88132,TRUE,excluded from BMI samples,DNI,DNI,FALSE,DNI,DNI
Capnia,102688,FALSE,,Capniidae,Capniidae,102643,Capniidae,Capniidae
Capnia/Arsapnia,FALSE,FALSE,,Capniidae,Capniidae,102643,Capniidae,Capniidae
Capniidae,102643,FALSE,,Capniidae,Capniidae,102643,Capniidae,Capniidae
Capnura,102690,FALSE,,Capniidae,Capniidae,102643,Capniidae,Capniidae
Carabidae,109234,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Cardiocladius,128511,FALSE,,Cardiocladius,Cardiocladius,128511,Cardiocladius,Cardiocladius
Cardiocladius albiplumus,128512,FALSE,,Cardiocladius,Cardiocladius,128511,Cardiocladius,Cardiocladius
Cardiocladius obscurus,128515,FALSE,,Cardiocladius,Cardiocladius,128511,Cardiocladius,Cardiocladius
Cascadoperla,103157,FALSE,Single Species in Genus,DNI,Cascadoperla,103157,Cascadoperla,DNI
Cascadoperla trictura,103158,FALSE,,DNI,Cascadoperla,103157,Cascadoperla,DNI
Catenulida,54028,FALSE,,Trepaxonemata,Trepaxonemata,914204,Trepaxonemata,Trepaxonemata
Caudata,FALSE,TRUE,Fish,DNI,DNI,FALSE,DNI,DNI
Caudatella,101347,FALSE,,DNI,Caudatella,101347,Caudatella,Caudatella
Caudatella  ,FALSE,FALSE,Trailing space after genus Name,DNI,Caudatella,101347,Caudatella,Caudatella
Caudatella cascadia,FALSE,FALSE,current nomenclature,Caudatella hystrix,Caudatella hystrix,101348,Caudatella hystrix,Caudatella
Caudatella edmundsi,568631,FALSE,,DNI,Caudatella edmundsi,568631,Caudatella edmundsi,Caudatella
Caudatella heterocaudata,101351,FALSE,,Caudatella heterocaudata complex,Caudatella heterocaudata complex,-270,Caudatella heterocaudata complex,Caudatella
Caudatella heterocaudata complex,-270,FALSE,,Caudatella heterocaudata complex,Caudatella heterocaudata complex,-270,Caudatella heterocaudata complex,Caudatella
Caudatella heterocaudata group,FALSE,FALSE,,Caudatella heterocaudata complex,Caudatella heterocaudata complex,-270,Caudatella heterocaudata complex,Caudatella
Caudatella hystrix,101348,FALSE,,Caudatella hystrix,Caudatella hystrix,101348,Caudatella hystrix,Caudatella
Caudatella jacobi,568632,FALSE,,DNI,Caudatella jacobi,568632,Caudatella jacobi,Caudatella
Caudatella orestes,FALSE,FALSE,jr syn of jacobi,DNI,Caudatella jacobi,568632,Caudatella jacobi,Caudatella
Cecidomyiidae,122975,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Cenocorixa,103501,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Centroptilum,100873,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,-268,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Centroptilum album,100878,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,-268,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Centroptilum conturbatum,100875,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,-268,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Centroptilum/Procloeon,-4,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,-268,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Ceraclea,116684,FALSE,,DNI,Ceraclea,116684,Ceraclea,DNI
Ceraclea alces,116742,FALSE,,DNI,Ceraclea,116684,Ceraclea,DNI
Ceraclea annulicornis,116744,FALSE,,DNI,Ceraclea,116684,Ceraclea,DNI
Ceratopogon,127564,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,127338,Ceratopogoninae,Ceratopogoninae
Ceratopogon borealis,127565,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,127338,Ceratopogoninae,Ceratopogoninae
Ceratopogonidae,127076,FALSE,Too Many unknown Genera,DNI,Ceratopogonidae,127076,Ceratopogonidae,DNI
Ceratopogoninae,127338,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,127338,Ceratopogoninae,Ceratopogoninae
Ceratopsyche,115570,FALSE,,Hydropsyche,Hydropsyche,115453,Hydropsyche,Hydropsyche
Ceratopsyche alternans/cockerelli,FALSE,FALSE,,Hydropsyche,Hydropsyche,115453,Hydropsyche,Hydropsyche
Ceratopsyche amblis,568781,FALSE,,Hydropsyche,Hydropsyche,115453,Hydropsyche,Hydropsyche
Ceratopsyche centra,599428,FALSE,,Hydropsyche,Hydropsyche,115453,Hydropsyche,Hydropsyche
Ceratopsyche cockerelli,115602,FALSE,,Hydropsyche,Hydropsyche,115453,Hydropsyche,Hydropsyche
Ceratopsyche oslari,599457,FALSE,,Hydropsyche,Hydropsyche,115453,Hydropsyche,Hydropsyche
Cercobrachys,568556,FALSE,,DNI,Cercobrachys,568556,Cercobrachys,DNI
Ceriodaphnia,83905,TRUE,excluded from BMI samples,DNI,DNI,FALSE,DNI,DNI
Cernosvitoviella,68534,FALSE,,DNI,Cernosvitoviella,68534,Oligochaeta,DNI
Chaetocladius,128520,FALSE,,Chaetocladius,Chaetocladius,128520,Chaetocladius,Chaetocladius
Chaetocladius ligni,FALSE,FALSE,,Chaetocladius,Chaetocladius,128520,Chaetocladius,Chaetocladius
Chaetogaster,68934,FALSE,,Naidinae,Chaetogaster,68934,Oligochaeta,Naidinae
Chama,81650,TRUE,Marine,DNI,DNI,FALSE,DNI,DNI
Chamaedrilus,-200,FALSE,,Chamaedrilus,Chamaedrilus,-200,Oligochaeta,DNI
Chaoboridae,125886,FALSE,,DNI,Chaoboridae,125886,Chaoboridae,DNI
Chaoborus,125904,FALSE,,DNI,Chaoborus,125904,Chaoborus,DNI
Cheilotrichia,120420,FALSE,,DNI,Cheilotrichia,120420,Cheilotrichia,DNI
Chelifer,199285,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,-5,Chelifera/Metachela,Chelifera/Metachela
Chelifera,136305,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,-5,Chelifera/Metachela,Chelifera/Metachela
Chelifera / Metachela,FALSE,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,-5,Chelifera/Metachela,Chelifera/Metachela
Chelifera/Metachela,-5,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,-5,Chelifera/Metachela,Chelifera/Metachela
Chelifera/Metachela Group,FALSE,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,-5,Chelifera/Metachela,Chelifera/Metachela
Chelifera/Neoplasta,FALSE,FALSE,,DNI,Empididae,135830,Empididae,DNI
Chelomideopsis,83517,FALSE,,Athienemanniidae,Chelomideopsis,83517,Trombidiformes,DNI
Chernokrilus misnomus,103161,FALSE,"known only from OR, CA",DNI,Chernokrilus misnomus,103161,Chernokrilus misnomus,DNI
Cheryl Barr Undescribed,FALSE,FALSE,,Bryelmis,Bryelmis,945749,Bryelmis,DNI
Cheumatopsyche,115408,FALSE,,Cheumatopsyche,Cheumatopsyche,115408,Cheumatopsyche,Cheumatopsyche
Cheumatopsyche (Cheumatopsychodes),598724,FALSE,,Cheumatopsyche,Cheumatopsyche,115408,Cheumatopsyche,Cheumatopsyche
Cheumatopsyche campyla,115409,FALSE,,Cheumatopsyche,Cheumatopsyche,115408,Cheumatopsyche,Cheumatopsyche
Cheumatopsyche pettiti,115426,FALSE,,Cheumatopsyche,Cheumatopsyche,115408,Cheumatopsyche,Cheumatopsyche
Chimarra,115273,FALSE,,Chimarra,Chimarra,115273,Chimarra,DNI
Chioneinae,-234,FALSE,best to leave at family,DNI,Limoniidae,-233,Limoniidae,DNI
Chironomidae,127917,FALSE,,DNI,Chironomidae,127917,Chironomidae,DNI
Chironomidae-larvae,FALSE,FALSE,,DNI,Chironomidae,127917,Chironomidae,DNI
Chironomidae-pupae,FALSE,FALSE,,DNI,Chironomidae,127917,Chironomidae,DNI
Chironominae,129228,FALSE,,DNI,Chironominae,129228,Chironominae,DNI
Chironomini,129229,FALSE,,DNI,Chironomini,129229,Chironomini,DNI
Chironomus,129254,FALSE,,Chironomus,Chironomus,129254,Chironomus,Chironomus
Chironomus/Einfeldia,FALSE,FALSE,,DNI,Chironominae,129228,Chironominae,DNI
Chlamys,79612,TRUE,Marine,DNI,DNI,FALSE,DNI,DNI
Chloroperla,102958,FALSE,,DNI,Chloroperlidae,103202,Chloroperlidae,DNI
Chloroperlidae,103202,FALSE,,DNI,Chloroperlidae,103202,Chloroperlidae,DNI
Chloroperlinae,609855,FALSE,,DNI,Chloroperlidae,103202,Chloroperlidae,DNI
Choroterpes,101108,FALSE,,DNI,Choroterpes,101108,Choroterpes,DNI
Chrysomelidae,114509,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Chrysops,131078,FALSE,,Tabanidae,Tabanidae,130934,Tabanidae,Tabanidae
Chydoridae,83973,TRUE,Cladocera excluded,DNI,DNI,FALSE,DNI,DNI
Chyranda,FALSE,FALSE,likely multiple spp.,DNI,Chyrandra,568778,Chyrandra,DNI
Chyranda centralis,FALSE,FALSE,likely multiple spp.,DNI,Chyrandra,568778,Chyrandra,DNI
Chyranda Chyranda centralis,1053275,FALSE,likely multiple spp.,DNI,Chyrandra,568778,Chyrandra,DNI
Chyrandra,568778,FALSE,likely multiple spp.,DNI,Chyrandra,568778,Chyrandra,DNI
Chyrandra centralis,116018,FALSE,likely multiple spp.,DNI,Chyrandra,568778,Chyrandra,DNI
Cinara,200598,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Cinygma,100598,FALSE,,Cinygma,Cinygma,100598,Cinygma,Cinygma
Cinygmula,100557,FALSE,,Cinygmula,Cinygmula,100557,Cinygmula,Cinygmula
Cinygmula par,100559,FALSE,,Cinygmula,Cinygmula,100557,Cinygmula,Cinygmula
Cipangopaludina,70328,FALSE,,DNI,Cipangopaludina,70328,Cipangopaludina,DNI
Cipangopaludina chinensis,70329,FALSE,,DNI,Cipangopaludina,70328,Cipangopaludina,DNI
Claassenia,102930,FALSE,Single Species in Genus,Claassenia sabulosa,Claassenia sabulosa,102932,Claassenia sabulosa,DNI
Claassenia sabulosa,102932,FALSE,Single Species in Genus,Claassenia sabulosa,Claassenia sabulosa,102932,Claassenia sabulosa,DNI
Cladocera,83832,TRUE,Cladocera excluded,DNI,DNI,FALSE,DNI,DNI
Cladopelma,129350,FALSE,,DNI,Cladopelma,129350,Cladopelma,DNI
Cladotanytarsus,129873,FALSE,,Cladotanytarsus,Cladotanytarsus,129873,Cladotanytarsus,Cladotanytarsus
Cleptelmis,114164,FALSE,only one species in Genus,Cleptelmis addenda,Cleptelmis addenda,114166,Cleptelmis addenda,Cleptelmis addenda
Cleptelmis addenda,114166,FALSE,only one species in Genus,Cleptelmis addenda,Cleptelmis addenda,114166,Cleptelmis addenda,Cleptelmis addenda
Cleptelmis ornata,114165,FALSE,only one species in Genus,Cleptelmis addenda,Cleptelmis addenda,114166,Cleptelmis addenda,Cleptelmis addenda
Climacia californica,115088,FALSE,I tend to exclude these,DNI,Sisyridae,115085,Sisyridae,DNI
Clinidium,109228,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Clinocera,135849,FALSE,,Clinocera,Clinocera,135849,Clinocera,Clinocera
Clinocera stagnalis,135864,FALSE,,Clinocera,Clinocera,135849,Clinocera,Clinocera
Clinocerinae,135844,FALSE,,DNI,Clinocerinae,135844,Clinocerinae,DNI
Clinocerinae unknown larvae A,FALSE,FALSE,,DNI,Clinocerinae,135844,Clinocerinae,DNI
Clinotanypus,127996,FALSE,,DNI,Clinotanypus,127996,Clinotanypus,DNI
Clio,76366,TRUE,Marine,DNI,DNI,FALSE,DNI,DNI
Clitellata,568832,FALSE,,DNI,Oligochaeta,68422,Oligochaeta,DNI
Clostoeca,116013,FALSE,,DNI,Clostoeca,116013,Clostoeca,DNI
Clostoeca disjuncta,116014,FALSE,,DNI,Clostoeca,116013,Clostoeca,DNI
Cnidaria,48738,FALSE,all Cnidaria,Hydra,Hydra,50845,Hydra,DNI
Coelotanypodini,127995,FALSE,,DNI,Coelotanypodini,127995,Coelotanypodini,DNI
Coenagrion,102155,FALSE,,Coenagrionidae,Coenagrionidae,102077,Coenagrionidae,DNI
Coenagrion/Enallagma,-6,FALSE,,Coenagrionidae,Coenagrionidae,102077,Coenagrionidae,DNI
Coenagrionidae,102077,FALSE,,Coenagrionidae,Coenagrionidae,102077,Coenagrionidae,DNI
Coleoptera,109216,FALSE,,DNI,Coleoptera,109216,Coleoptera,DNI
Collembola,99237,TRUE,Collembola excluded,DNI,DNI,FALSE,DNI,DNI
Colligyrus,-262,FALSE,best to leave at SuperFamily,Truncatelloidea,Truncatelloidea,-228,Truncatelloidea,DNI
Colymbetes,112379,FALSE,,DNI,Colymbetinae,678403,Dytiscidae,DNI
Colymbetes densus,728325,FALSE,,DNI,Colymbetinae,678403,Dytiscidae,DNI
Colymbetes sculptilis,112385,FALSE,,DNI,Colymbetinae,678403,Dytiscidae,DNI
Colymbetinae,678403,FALSE,,DNI,Colymbetinae,678403,Dytiscidae,DNI
Compterosmittia,128559,FALSE,,DNI,Compterosmittia,128559,Compterosmittia,DNI
Compterosmittia sp. A,FALSE,FALSE,best to leave at genus,DNI,Compterosmittia,128559,Compterosmittia,DNI
Conchapelopia,128130,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,-276,Thienemannimyia Group,Thienemannimyia Group
Constempellina,129884,FALSE,,Constempellina,Constempellina,129884,Constempellina,Constempellina
Constempellina brevicosta,129885,FALSE,,Constempellina,Constempellina,129884,Constempellina,Constempellina
Constempellina sp. C,FALSE,FALSE,,Constempellina,Constempellina,129884,Constempellina,Constempellina
Copelatus,112561,FALSE,,DNI,Copelatinae,678400,Copelatinae,DNI
Copepoda,85257,TRUE,Copepoda excluded,DNI,DNI,FALSE,DNI,DNI
Coptotomus,112371,FALSE,,DNI,Coptotomus,112371,Dytiscidae,DNI
Coptotomus longulus,112373,FALSE,,DNI,Coptotomus,112371,Dytiscidae,DNI
Corbicula,81385,FALSE,,DNI,Corbicula,81385,Corbicula,DNI
Corbicula fluminea,81387,FALSE,,DNI,Corbicula,81385,Corbicula,DNI
Corbiculidae,81381,FALSE,,DNI,Corbicula,81385,Corbicula,DNI
Corbiculoidea,566875,FALSE,,DNI,Corbiculoidea,566875,Corbiculoidea,DNI
Cordulegaster,102027,FALSE,,Cordulegaster,Cordulegaster,102027,Cordulegaster,DNI
Cordulegaster dorsalis,593042,FALSE,,Cordulegaster,Cordulegaster,102027,Cordulegaster,DNI
Cordulegastridae,102026,FALSE,,DNI,Cordulegastridae,102026,Cordulegastridae,DNI
Corduliidae,102020,FALSE,,DNI,Corduliidae,102020,Corduliidae,DNI
Corduliidae/Libellulidae,FALSE,FALSE,,DNI,Anisoptera,101594,Anisoptera,DNI
Corisella,103484,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Corisella decolor,103487,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Corixidae,103364,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Corophiidae,93584,FALSE,,DNI,Americorophium,656484,Americorophium,DNI
Corophium,93589,FALSE,,DNI,Americorophium,656484,Americorophium,DNI
Corticacarus,FALSE,FALSE,,DNI,Corticacarus,0,Trombidiformes,DNI
Corydalidae,115023,FALSE,,Corydalidae,Corydalidae,115023,Corydalidae,Corydalidae
Corydalus,115033,FALSE,,Corydalidae,Corydalidae,115023,Corydalidae,Corydalidae
Corydalus cornutus,115034,FALSE,,Corydalidae,Corydalidae,115023,Corydalidae,Corydalidae
Corynidae,49009,FALSE,Hydrozoa,DNI,Hydra,50845,Hydrozoa,DNI
Corynoneura,128563,FALSE,,Corynoneura,Corynoneura,128563,Corynoneura,Corynoneura
Corynoneura/Thienemanniella,FALSE,FALSE,,DNI,Orthocladiinae,128457,Orthocladiinae,DNI
Cottidae,FALSE,TRUE,Fish,DNI,DNI,FALSE,DNI,DNI
Crambidae,693963,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,117232,Lepidoptera,DNI
Crangon,97107,TRUE,marine,DNI,DNI,FALSE,DNI,DNI
Crangonyctidae,95080,FALSE,,DNI,Crangonyctidae,95080,Crangonyctidae,DNI
Crangonyx,95081,FALSE,,Crangonyx,Crangonyx,95081,Crangonyx,DNI
Crassiclitellata,FALSE,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Crenitis,113220,FALSE,,Hydrophilidae,Crenitis,113220,Crenitis,Hydrophilidae
Cricotopus,128575,FALSE,,DNI,Cricotopus,128575,Cricotopus,DNI
Cricotopus (Cricotopus),568521,FALSE,,DNI,Cricotopus,128575,Cricotopus,DNI
Cricotopus (Isocladius),568515,FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),568515,Cricotopus (Isocladius),DNI
Cricotopus (Isocladius) Type I,FALSE,FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),568515,Cricotopus (Isocladius),DNI
Cricotopus (Nostoc.) nostocicola,FALSE,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),568516,Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus (Nostococladius),568516,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),568516,Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus (Nostococladius) nostocicola,FALSE,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),568516,Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus / Orthocladius,FALSE,FALSE,,Orthocladius complex,Orthocladius complex,-25,Orthocladius complex,Orthocladius complex
Cricotopus bicinctus,128583,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,-7,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group
Cricotopus Bicinctus Gr.,FALSE,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,-7,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group
Cricotopus bicinctus group,-7,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,-7,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group
Cricotopus bicinctus Group,-7,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,-7,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group
Cricotopus Bicinctus Group,-7,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,-7,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group
Cricotopus Festivellus Gr.,FALSE,FALSE,dubious,DNI,Cricotopus,128575,Cricotopus,DNI
Cricotopus Isocladius,FALSE,FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),568515,Cricotopus (Isocladius),DNI
Cricotopus Isocladius--Type I,FALSE,FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),568515,Cricotopus (Isocladius),DNI
Cricotopus nostocicola,128628,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),568516,Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus Nostococladius,FALSE,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),568516,Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus Nostococladius--Type II,FALSE,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),568516,Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus Obnixus Gr.,FALSE,FALSE,dubious,DNI,Cricotopus,128575,Cricotopus,DNI
Cricotopus sylvestris group,-118,FALSE,,DNI,Cricotopus,128575,Cricotopus,DNI
Cricotopus Tremulus Gr.,FALSE,FALSE,FORMATTING,DNI,Cricotopus Tremulus Group,-120,Cricotopus Tremulus Group,DNI
Cricotopus tremulus group,-120,FALSE,FORMATTING,DNI,Cricotopus Tremulus Group,-120,Cricotopus Tremulus Group,DNI
Cricotopus tremulus Group,-120,FALSE,FORMATTING,DNI,Cricotopus Tremulus Group,-120,Cricotopus Tremulus Group,DNI
Cricotopus Tremulus Group,-120,FALSE,FORMATTING,DNI,Cricotopus Tremulus Group,-120,Cricotopus Tremulus Group,DNI
Cricotopus trifascia,128659,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,-9,Cricotopus Trifascia Group,DNI
Cricotopus Trifascia Gr.,FALSE,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,-9,Cricotopus Trifascia Group,DNI
Cricotopus trifascia group,-9,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,-9,Cricotopus Trifascia Group,DNI
Cricotopus trifascia Group,-9,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,-9,Cricotopus Trifascia Group,DNI
Cricotopus Trifascia Group,-9,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,-9,Cricotopus Trifascia Group,DNI
Cricotopus/Orthocladius,FALSE,FALSE,,Orthocladius complex,Orthocladius complex,-25,Orthocladius complex,Orthocladius complex
Crustacea,83677,FALSE,TOO COARSE,DNI,Crustacea,83677,Crustacea,DNI
Cryptochia,115907,FALSE,,Cryptochia,Cryptochia,115907,Cryptochia,Cryptochia
Cryptochia califca,605192,FALSE,,Cryptochia,Cryptochia,115907,Cryptochia,Cryptochia
Cryptochironomus,129368,FALSE,,Cryptochironomus,Cryptochironomus,129368,Cryptochironomus,Cryptochironomus
Cryptolabis,120488,FALSE,,Cryptolabis,Cryptolabis,120488,Cryptolabis,Cryptolabis
Cryptotendipes,129394,FALSE,,DNI,Cryptotendipes,129394,Cryptotendipes,DNI
Culex,126455,FALSE,,DNI,Culicidae,125930,Culicidae,DNI
Culex pipiens,126488,FALSE,,DNI,Culicidae,125930,Culicidae,DNI
Culicidae,125930,FALSE,,DNI,Culicidae,125930,Culicidae,DNI
Culicoides,127340,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,127338,Ceratopogoninae,Ceratopogoninae
Culiseta,126429,FALSE,,DNI,Culicidae,125930,Culicidae,DNI
Culoptila,115236,FALSE,,DNI,Culoptila,115236,Culoptila,DNI
Cultus,103137,FALSE,,DNI,Cultus,103137,Cultus,DNI
Curculionidae,114666,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Cybister,112364,FALSE,,DNI,Dytiscidae,111963,Dytiscidae,DNI
Cyclopidae,88634,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,FALSE,DNI,DNI
Cyclopoida,88530,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,FALSE,DNI,DNI
Cylloepus,114208,FALSE,OUT of RANGE,DNI,Elmidae,114093,DNI,DNI
Cymbiodyta,113017,FALSE,,Hydrophilidae,Cymbiodyta,113017,Cymbiodyta,Hydrophilidae
Cyrnellus,117091,FALSE,,DNI,Polycentropodidae,117043,Polycentropodidae,DNI
Cystobranchus salmositicus,-156,FALSE,,Hirudinida,Cystobranchus salmositicus,-156,Cystobranchus salmositicus,Hirudinida
Dactylobaetis,FALSE,FALSE,jr. syn. of Camelobaetidius,DNI,Camelobaetidius,568548,Camelobaetidius,DNI
Dactylolabis,120049,FALSE,,DNI,Dactylolabis,120049,Dactylolabis,DNI
Daphnia,83873,TRUE,Cladocera excluded,DNI,DNI,FALSE,DNI,DNI
Daphnia pulex,83874,TRUE,Cladocera excluded,DNI,DNI,FALSE,DNI,DNI
Daphniidae,83872,TRUE,Cladocera excluded,DNI,DNI,FALSE,DNI,DNI
Dasyhelea,127278,FALSE,,Dasyhelea,Dasyhelea,127278,Dasyhelea,DNI
Dasyheleinae,127277,FALSE,,Dasyhelea,Dasyhelea,127278,Dasyhelea,DNI
Decapoda,95599,FALSE,,DNI,Decapoda,95599,Decapoda,DNI
Demeijerea,129412,FALSE,,DNI,Demeijerea,129412,Demeijerea,DNI
Demicryptochironomus,129421,FALSE,,DNI,Demicryptochironomus,129421,Demicryptochironomus,DNI
Dero,68898,FALSE,,Naidinae,Dero,68898,Oligochaeta,Naidinae
Deronectes,112153,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Derotanypus,-145,FALSE,,DNI,Derotanypus,-145,Derotanypus,DNI
Desmona,116023,FALSE,Single species,DNI,Monophylax mono,0,Monophylax mono,DNI
Desmona mono,605400,FALSE,Single species,DNI,Monophylax mono,0,Monophylax mono,DNI
Desmopachria convexa,112148,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
